n_nodes,n_anomaly_nodes,method,noise_dist,data_id,ndcg_ranking,ndcg_manual,k
4,2,DSM,Normal,1,0.65,1.0,1
4,2,DSM,Normal,1,0.6260187533431868,0.9032867981913647,2
4,2,DSM,Normal,1,0.7400468833579671,0.9646015174679103,3
4,2,DSM,Normal,2,0.4,0.85,1
4,2,DSM,Normal,2,0.4599531166420328,0.8113147192765459,2
4,2,DSM,Normal,2,0.6595023441678982,0.9339441578296375,3
4,2,DSM,Normal,1,0.65,1.0,1
4,2,DSM,Normal,1,0.6739812466568131,0.8646015174679104,2
4,2,DSM,Normal,1,0.75,0.9565735963827292,3
4,2,DSM,Normal,3,0.075,1.0,1
4,2,DSM,Normal,3,0.2968265315755216,0.9226294385530917,2
4,2,DSM,Normal,3,0.48687341493348874,0.9532867981913645,3
4,2,DSM,Normal,4,0.1,1.0,1
4,2,DSM,Normal,4,0.3757843365533512,0.9613147192765459,2
4,2,DSM,Normal,4,0.5088171549039282,0.9919720789148186,3
4,2,DSM,Laplace,1,0.55,0.9,1
4,2,DSM,Laplace,1,0.5859718699852197,0.8032867981913647,2
4,2,DSM,Laplace,1,0.7190046883357966,0.879930197287047,3
4,2,DSM,Normal,5,0.2,1.0,1
4,2,DSM,Normal,5,0.35587810326928543,1.0,2
4,2,DSM,Normal,5,0.5649296749630492,1.0,3
4,2,DSM,Laplace,2,0.2,0.95,1
4,2,DSM,Laplace,2,0.5717093231806036,0.9113147192765458,2
4,2,DSM,Laplace,2,0.6857374531953839,0.9573007587339551,3
4,2,DSM,Laplace,3,0.375,0.7,1
4,2,DSM,Laplace,3,0.4889109216198625,0.6613147192765458,2
4,2,DSM,Laplace,3,0.6029390516346427,0.7532867981913647,3
4,2,DSM,Laplace,4,0.2,0.7,1
4,2,DSM,Laplace,4,0.31990623328406576,0.6806573596382729,2
4,2,DSM,Laplace,4,0.4529390516346428,0.8186154780105012,3
4,2,DSM,Laplace,5,0.375,0.35,1
4,2,DSM,Laplace,5,0.4529390516346427,0.48539848253208956,2
4,2,DSM,Laplace,5,0.6334835908247115,0.6080279210851813,3
