n_nodes,n_anomaly_nodes,method,noise_dist,data_id,ndcg_ranking,ndcg_manual,k
15,2,SIREN,Normal,3,0.98,0.0,1
15,2,SIREN,Normal,3,0.98,0.5552181831428826,2
15,2,SIREN,Normal,3,0.98,0.6152181831428827,3
15,2,SIREN,Normal,3,0.98,0.6152181831428827,4
15,2,SIREN,Normal,3,0.98,0.6152181831428827,5
15,2,SIREN,Normal,3,0.98,0.6152181831428827,6
15,2,SIREN,Normal,3,0.98,0.6152181831428827,7
15,2,SIREN,Normal,3,0.9863092975357145,0.6152181831428827,8
15,2,SIREN,Normal,3,0.9863092975357145,0.6152181831428827,9
15,2,SIREN,Normal,3,0.9863092975357145,0.6152181831428827,10
15,2,BIGEN,Normal,3,1.0,0.0,1
15,2,BIGEN,Normal,3,1.0,0.5173623979285952,2
15,2,BIGEN,Normal,3,1.0,0.6073623979285953,3
15,2,BIGEN,Normal,3,1.0,0.6073623979285953,4
15,2,BIGEN,Normal,3,1.0,0.6073623979285953,5
15,2,BIGEN,Normal,3,1.0,0.6073623979285953,6
15,2,BIGEN,Normal,3,1.0,0.6073623979285953,7
15,2,BIGEN,Normal,3,1.0,0.6073623979285953,8
15,2,BIGEN,Normal,3,1.0,0.6073623979285953,9
15,2,BIGEN,Normal,3,1.0,0.6073623979285953,10
15,2,Causal RCA,Normal,3,1.0,0.0,1
15,2,Causal RCA,Normal,3,1.0,0.0,2
15,2,Causal RCA,Normal,3,1.0,0.0,3
15,2,Causal RCA,Normal,3,1.0,0.0,4
15,2,Causal RCA,Normal,3,1.0,0.007737056144690832,5
15,2,Causal RCA,Normal,3,1.0,0.021985343629011726,6
15,2,Causal RCA,Normal,3,1.0,0.10198534362901178,7
15,2,Causal RCA,Normal,3,1.0,0.20293410420044503,8
15,2,Causal RCA,Normal,3,1.0,0.28120190307308013,9
15,2,Causal RCA,Normal,3,1.0,0.31588968223122665,10
15,2,CIRCA,Normal,3,1.0,0.0,1
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,2
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,3
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,4
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,5
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,6
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,7
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,8
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,9
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,10
15,2,Traversal,Normal,3,0.0,0.11900000000000001,1
15,2,Traversal,Normal,3,0.0,0.30133869878215125,2
15,2,Traversal,Normal,3,0.0,0.44583869878215127,3
15,2,Traversal,Normal,3,0.0,0.5703042240653619,4
15,2,Traversal,Normal,3,0.0,0.5757201633666454,5
15,2,Traversal,Normal,3,0.0,0.5757201633666454,6
15,2,Traversal,Normal,3,0.005333333333333336,0.5757201633666454,7
15,2,Traversal,Normal,3,0.04034993465654924,0.5757201633666454,8
15,2,Traversal,Normal,3,0.1279496633947678,0.5757201633666454,9
15,2,Traversal,Normal,3,0.21206752785327307,0.5757201633666454,10
15,2,Naive,Normal,3,0.0,0.0,1
15,2,Naive,Normal,3,0.0,0.0,2
15,2,Naive,Normal,3,0.0,0.0,3
15,2,Naive,Normal,3,0.0,0.0,4
15,2,Naive,Normal,3,0.0,0.0,5
15,2,Naive,Normal,3,0.0,0.0,6
15,2,Naive,Normal,3,0.0,0.0,7
15,2,Naive,Normal,3,0.0,0.18296962853572274,8
15,2,Naive,Normal,3,0.006020599913279625,0.2010314282755616,9
15,2,Naive,Normal,3,0.011801896439637378,0.29931346922364344,10
