n_nodes,n_anomaly_nodes,method,noise_dist,data_id,ndcg_ranking,ndcg_manual,k
15,2,SIREN,Normal,3,1.0,0.0,1
15,2,SIREN,Normal,3,1.0,0.5930739683571702,2
15,2,SIREN,Normal,3,1.0,0.6230739683571701,3
15,2,SIREN,Normal,3,1.0,0.6230739683571701,4
15,2,SIREN,Normal,3,1.0,0.6230739683571701,5
15,2,SIREN,Normal,3,1.0,0.6230739683571701,6
15,2,SIREN,Normal,3,1.0,0.6230739683571701,7
15,2,SIREN,Normal,3,1.0,0.6230739683571701,8
15,2,SIREN,Normal,3,1.0,0.6230739683571701,9
15,2,SIREN,Normal,3,1.0,0.6230739683571701,10
15,2,BIGEN,Normal,3,0.98,0.0,1
15,2,BIGEN,Normal,3,0.98,0.504743802857166,2
15,2,BIGEN,Normal,3,0.98,0.6047438028571661,3
15,2,BIGEN,Normal,3,0.98,0.6047438028571661,4
15,2,BIGEN,Normal,3,0.98,0.6047438028571661,5
15,2,BIGEN,Normal,3,0.98,0.6047438028571661,6
15,2,BIGEN,Normal,3,0.98,0.6047438028571661,7
15,2,BIGEN,Normal,3,0.98,0.6047438028571661,8
15,2,BIGEN,Normal,3,0.98,0.6047438028571661,9
15,2,BIGEN,Normal,3,0.9857812965263577,0.6047438028571661,10
15,2,Causal RCA,Normal,3,1.0,0.0,1
15,2,Causal RCA,Normal,3,1.0,0.0,2
15,2,Causal RCA,Normal,3,1.0,0.0,3
15,2,Causal RCA,Normal,3,1.0,0.0,4
15,2,Causal RCA,Normal,3,1.0,0.007737056144690832,5
15,2,Causal RCA,Normal,3,1.0,0.05048191859765352,6
15,2,Causal RCA,Normal,3,1.0,0.1638152519309869,7
15,2,Causal RCA,Normal,3,1.0,0.27107331003813473,8
15,2,Causal RCA,Normal,3,1.0,0.3252587092576513,9
15,2,Causal RCA,Normal,3,1.0,0.3252587092576513,10
15,2,CIRCA,Normal,3,1.0,0.0,1
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,2
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,3
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,4
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,5
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,6
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,7
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,8
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,9
15,2,CIRCA,Normal,3,1.0,0.6309297535714576,10
15,2,Traversal,Normal,3,0.0,0.068,1
15,2,Traversal,Normal,3,0.0,0.2581201657428659,2
15,2,Traversal,Normal,3,0.0,0.4087868324095327,3
15,2,Traversal,Normal,3,0.0,0.538564035242315,4
15,2,Traversal,Normal,3,0.0,0.5493959138448822,5
15,2,Naive,Normal,3,0.0,0.0,1
15,2,Naive,Normal,3,0.0,0.0,2
15,2,Naive,Normal,3,0.0,0.0,3
15,2,Naive,Normal,3,0.0,0.0,4
15,2,Naive,Normal,3,0.0,0.0,5
15,2,Naive,Normal,3,0.0,0.0,6
15,2,Naive,Normal,3,0.0,0.0,7
15,2,Naive,Normal,3,0.0,0.13249524825000614,8
15,2,Naive,Normal,3,0.0,0.16259824781640425,9
15,2,Naive,Normal,3,0.005781296526357753,0.29556806792263257,10
